business_name,immediate_categories,parent_categories,price
InterContinental Toronto Yorkville,Hotels,"Event Planning & Services,Hotels & Travel",$$$
Marciano Store 2601,,,
Topcuts,"Barbers, Hair Salons",Beauty & Spas,$
Megabus,Transportation,Hotels & Travel,
Matagali Restaurant,"Indian, Thai",Restaurants,$$
Omai Restaurant,Japanese,Restaurants,$$
Adrenaline Body Piercing & Tattoos,"Tattoo, Piercing",Beauty & Spas,$$$
Hone Fitness,Gyms,Fitness & Instruction,
Sarah's Cafe & Bar,Gastropubs,Restaurants,$$
L'Avenue Bistro,French,Restaurants,$$$
Labyrinth Lounge,Lounges,Bars,$
Tsaa Tea Shop,Tea Rooms,Food,$$
Canada Post,Post Offices,Public Services & Government,
Holiday Inn Toronto Downtown Centre,"Venues & Event Spaces, Hotels","Event Planning & Services,Hotels & Travel",$$
Rosy Nails,"Nail Salons, Threading Services, Waxing","Beauty & Spas,Hair Removal",$
Four Seasons Toronto,Hotels,"Event Planning & Services,Hotels & Travel",$$$$
Marble Slab Creamery,Ice Cream & Frozen Yogurt,Food,
Midoco Art & Office Supplies,"Art Supplies, Office Equipment","Arts & Crafts,Shopping",$$
Patrician Grill,"Diners, Breakfast & Brunch",Restaurants,$
Laddi's Beauty Parlour,Hair Salons,Beauty & Spas,$
Vi Pei Bistro,Canadian (New),Restaurants,$$
Maki Sushi,"Sushi Bars, Japanese",Restaurants,$$
Lac Vien Vietnamese Restaurant,Vietnamese,Restaurants,$
Nanashake,Ice Cream & Frozen Yogurt,Food,$
Buff Nail Lounge,"Eyelash Service, Skin Care, Nail Salons",Beauty & Spas,$$
Hashi Izakaya,"Bars, Korean, Japanese","Restaurants,Nightlife",$$
The Pint,Sports Bars,Bars,$$
Retro Burger,Burgers,Restaurants,$$
Feng Cha,"Bubble Tea, Desserts, Bakeries",Food,$$
Schmaltz Appetizing,Delis,Restaurants,$$
La Mexicana Restaurant,Mexican,Restaurants,$$
Your Modern Accountant,"Accountants, Payroll Services, Tax Services","Professional Services,Financial Services",
Kairali - Taste of Kerala,Indian,Restaurants,$$
Jules Cafe Patisserie,Bakeries,Food,$$$
Nomé Izakaya - Shops at Don Mills,"Bars, Tapas Bars, Sushi Bars","Restaurants,Nightlife",
Lick's Homeburgers & Ice Cream,"Burgers, Ice Cream & Frozen Yogurt","Restaurants,Food",$$
Vaticano,Italian,Restaurants,$$$
Nespresso Boutique Bar,"Cafes, French",Restaurants,$$
Get Gelled Manicure Bar,Nail Salons,Beauty & Spas,$$$
Casa Loma Escape  Series,Escape Games,Active Life,
Hacienda las Américas,Mexican,Restaurants,$$
Johnny's Shawarma,Middle Eastern,Restaurants,$
YAYA Leslieville,"Gluten-Free, Breakfast & Brunch, Vegan",Restaurants,$$
Al Pastor,Mexican,Restaurants,$$
Mani Pedi Spa,Nail Salons,Beauty & Spas,$$
Regina Pizzeria & Trattoria,"Pizza, Italian",Restaurants,$$
Kanto by Tita Flips,Street Vendors,Food,$
CF Shops,Shopping Centers,Shopping,$$$
Lisa Dinh Hair Studio,"Nail Salons, Hair Salons",Beauty & Spas,$$$
Omescape - Scarborough,Escape Games,Active Life,
Veterinary Emergency Clinic,Emergency Pet Hospital,Pet Services,
Pho Asia 21,Vietnamese,Restaurants,$
Zuki Japanese Restaurant,"Sushi Bars, Japanese",Restaurants,$$
Food Kulture Bistro,"Soup, Breakfast & Brunch, Poutineries",Restaurants,
Boreal Gelato Café,"Ice Cream & Frozen Yogurt, Coffee & Tea, Breakfast & Brunch","Restaurants,Food",$
Hot Star Large Fried Chicken,"Fast Food, Chicken Wings, Chicken Shop",Restaurants,$$
Albany Pizza,Pizza,Restaurants,$$
M Lovely Nail,Nail Salons,Beauty & Spas,$$
Coda,Dance Clubs,Nightlife,$$
Cube,"Lounges, Cocktail Bars, Dance Clubs","Bars,Nightlife",$$
Hana Sushi & Cafe,Sushi Bars,Restaurants,$$
Len Duckworth Fish & Chips,"Fish & Chips, Seafood",Restaurants,$$
The Jason George,Pubs,Bars,$$
Green Basil Restaurant,Thai,Restaurants,$$
Folia Grill,"Greek, Fast Food",Restaurants,$
Black Cat Espresso Bar,"Ice Cream & Frozen Yogurt, Coffee & Tea, Sandwiches","Restaurants,Food",$
Mars Food,"American (Traditional), Breakfast & Brunch",Restaurants,$
Gayley's Cafe,"Breakfast & Brunch, Sandwiches",Restaurants,$$
Sherbourne Animal Hospital,Veterinarians,Pets,
Gingerman Restaurant,"Canadian (New), Diners",Restaurants,$
Novo Spa in Yorkville,Day Spas,Beauty & Spas,$$$
Cycle Solutions,"Bikes, Bike Repair/Maintenance","Sporting Goods,Local Services",$$
La Vinia,"Spanish, Tapas Bars",Restaurants,$$$
Fit Factory Fitness,"Gyms, Boxing, Trainers",Fitness & Instruction,
Mekong River,"Thai, Vietnamese, Chinese",Restaurants,$$
Go Transit,Public Transportation,Transportation,
Glory Of India Roti Cuisine,Indian,Restaurants,$$
Rush Lane & Co,"Lounges, Gastropubs, Cocktail Bars","Restaurants,Bars",$$
Momo Hair Salon,Hair Salons,Beauty & Spas,$$
The Wedding Cake Shoppe,"Desserts, Bakeries, Patisserie/Cake Shop",Food,$$
Puck'N Wings,"Sports Bars, Chicken Wings","Restaurants,Bars",$$
The Addisons Residence,Lounges,Bars,$$
Bikkuri Japanese Cusine,Japanese,Restaurants,$$
Toronto Repair,"Mobile Phone Repair, Mobile Phone Accessories","IT Services & Computer Repair,Shopping",$$
El Charro,Mexican,Restaurants,$
Junction Local,"Canadian (New), Barbeque",Restaurants,$$$
Shoeless Joe's Sports Grill - 1189 King,"Burgers, Sports Bars, Beer Bar","Restaurants,Bars",$$
El Rey Mezcal Bar,"Gastropubs, Mexican, Cocktail Bars","Restaurants,Bars",$$
Lula Lounge,"Music Venues, Latin American","Restaurants,Arts & Entertainment,Nightlife",$$
Sanko Trading,Grocery,Food,$$
Clearly,"Optometrists, Eyewear & Opticians","Health & Medical,Shopping",$$
Coffee Tree Roastery,Coffee Roasteries,Food,$$
Greenhouse Juice,Juice Bars & Smoothies,Food,$$$
Rashnaa Restaurant,"Indian, Sri Lankan",Restaurants,$$
Paintbox Bistro,"Bistros, Cafes, Venues & Event Spaces","Restaurants,Event Planning & Services",$$
Cellar Door,"Pizza, Italian",Restaurants,$$
Tiffany & Company,Jewelry,Shopping,$$$$
Gautama,Indian,Restaurants,$$
Anthropologie,Women's Clothing,Fashion,$$$
The TechKnow Space,IT Services & Computer Repair,Local Services,
Absolute Bakery & Cafe,Bakeries,Food,$
Le Dolci,"Desserts, Bakeries",Food,$$
Cool Hand of a Girl,Breakfast & Brunch,Restaurants,$$
Becker's Bridal Fashions,Bridal,Shopping,$$
Azure Restaurant & Bar,"Canadian (New), Cocktail Bars","Restaurants,Bars",$$$
Nora Shawarma & Kabob,Middle Eastern,Restaurants,
Lash Therapeutics,Eyelash Service,Beauty & Spas,$$
Hogtown Pub & Oysters,"Seafood, Pubs","Restaurants,Bars",$$
Felichia Bridal,Bridal,Shopping,$$
Colaba Junction,Indian,Restaurants,$$
Spot Crepes & Tea,"Creperies, Cafes",Restaurants,$$
Il Gatto Nero,Italian,Restaurants,$$
EAT BKK Thai Kitchen & Bar,Thai,Restaurants,$$
Church Street Garage,"Canadian (New), Bars","Restaurants,Nightlife",$$
Bikkuri Japanese Restaurant,"Sushi Bars, Japanese",Restaurants,$$
Reliable Fish & Chips,Fish & Chips,Restaurants,$
Amadeu's Restaurant,Portuguese,Restaurants,$$
Hung Long Restaurant,"Thai, Vietnamese, Malaysian",Restaurants,$
Cora Pizza,Pizza,Restaurants,$
Budapest Restaurant,Hungarian,Restaurants,$$
The Spa,Day Spas,Beauty & Spas,$$$
Cacao 70 Eatery & Dip Shop,"Chocolatiers & Shops, Desserts","Food,Specialty Food",$$
Rio 40 Restaurant,Brazilian,Restaurants,$$
Flaunt Boutique,"Cosmetics & Beauty Supply, Hair Salons","Beauty & Spas,Shopping",$$
Flip Toss & Thai Kitchen,Thai,Restaurants,$
Seoul Shakers,Bars,Nightlife,
Pancer's Original Deli,Delis,Restaurants,$$
Strictly Bulk,"Specialty Food, Grocery",Food,$
Delica Kitchen,"Cafes, Sandwiches, Salad",Restaurants,$$
Pizzaville,Pizza,Restaurants,$$
Family Shawarma & Falafel,Falafel,Mediterranean,$
Poetry Jazz Cafe,Music Venues,"Arts & Entertainment,Nightlife",$$
The Veggie Thali,"Indian, Vegan, Vegetarian",Restaurants,$
Bricco Wine Bar,"Wine Bars, Italian","Restaurants,Bars",$$$
King West Village Cleaners,Laundry Services,Local Services,$$
Crowne Plaza Toronto Airport,"Venues & Event Spaces, Hotels","Event Planning & Services,Hotels & Travel",$$
Vince Gasparro's Meat Market,Meat Shops,Specialty Food,$$
Scarborough Bluffs,Parks,Active Life,
Sekai Nail & Beauty Bar,"Hair Removal, Nail Salons, Massage",Beauty & Spas,$$
Nadège Patisserie,"Desserts, Macarons, Bakeries","Food,Specialty Food",$$$
Montauk Bar,Bars,Nightlife,$$
Star Nails,"Nail Salons, Waxing","Beauty & Spas,Hair Removal",$$
Parking Ticket Guys,Parking,Automotive,
Vesta Lunch,Diners,Restaurants,$
Four Seasons Centre for the Performing Arts,Performing Arts,Arts & Entertainment,
Loblaws Supermarkets,Grocery,Food,$$
Hello 123,"Breakfast & Brunch, Cocktail Bars","Restaurants,Bars",$$
The SoHo Hotel  & Residences,Hotels,"Event Planning & Services,Hotels & Travel",$$$
Aris Place,"Diners, Breakfast & Brunch, Greek",Restaurants,$
Scaccia Restaurant,Italian,Restaurants,$$
Creeds Coffee Bar,Cafes,Restaurants,$$
Dairy Freeze,"Burgers, Breakfast & Brunch, Hot Dogs",Restaurants,$
Maison Mercer,"Music Venues, Dance Clubs","Arts & Entertainment,Nightlife",$$$
Maezo - Modern Indian Cuisine,Indian,Restaurants,$$
Sushi Style,"Salad, Sushi Bars",Restaurants,$$
Beijing Hot Pot Restaurant,"Chinese, Hot Pot",Restaurants,$$
Altona Kebob,Middle Eastern,Restaurants,$$
Fusion Lounge,"Hookah Bars, Lounges, Middle Eastern","Restaurants,Bars",$$
Porter Airport Lounge,Airport Lounges,Bars,$$
Curbside Cycle,"Bikes, Bike Rentals, Bike Repair/Maintenance","Sporting Goods,Local Services,Active Life",$$
Lavazza Espression,"Desserts, Coffee & Tea",Food,$$
Goa Beauty Hair Salon,Hair Salons,Beauty & Spas,$$
Qin Tang Taste,Chinese,Restaurants,$$
The Port House Social Bar & Kitchen,Gastropubs,Restaurants,$$
Midas,"Auto Repair, Oil Change Stations, Tires",Automotive,
Japanhako,"Ramen, Sushi Bars","Restaurants,Japanese",$$
Planta Burger,"Burgers, Desserts","Restaurants,Food",$$
Smoke Signals Bar-B-Q,"Barbeque, Sandwiches",Restaurants,$$
Ginza Sushi,"Thai, Sushi Bars, Japanese",Restaurants,$$
The Ossington,"Music Venues, Bars","Arts & Entertainment,Nightlife",$$
Johnny Rockets,"Burgers, Diners",Restaurants,$$
illy Caffè,"Coffee & Tea, Cafes, Italian","Restaurants,Food",$$
Loch & Quay,"Canadian (New), Bars","Restaurants,Nightlife",$$
Burgers Park,"Burgers, Desserts, Hot Dogs","Restaurants,Food",$$
Uniqlo,"Women's Clothing, Men's Clothing",Fashion,$$
Splash N Shine Hand Car Wash and Detailing,"Car Wash, Auto Detailing",Automotive,
Brick Street Bread,Bakeries,Food,$$
Kokoya,Korean,Restaurants,$$
The Dock Ellis,"Sports Bars, Sandwiches","Restaurants,Bars",$$
The Mad Bean,Coffee & Tea,Food,$$
Nailing,"Skin Care, Nail Salons, Waxing","Beauty & Spas,Hair Removal",$$
Miraj Hammam Spa by Caudalie,Day Spas,Beauty & Spas,$$$$
The Duke of Devon,Pubs,Bars,$$
Bateman's Bicycle Company,"Bikes, Bike Rentals","Sporting Goods,Active Life",$$
Chica's Nashville Hot Chicken,"Southern, Chicken Shop",Restaurants,$$
Iruka Sushi,Japanese,Restaurants,$$
Golden Diner Family Restaurant,"Diners, Greek, Mediterranean",Restaurants,$$
Campo,"Spanish, Italian",Restaurants,$$
Hidden Burger,"Burgers, Fast Food, Chicken Wings",Restaurants,$$
El Cheapo Movers,Movers,Home Services,
Toji Sushi,Sushi Bars,Restaurants,$$
Ritual Hair Skin Beauty,"Cosmetics & Beauty Supply, Day Spas","Beauty & Spas,Shopping",$$
Bloor-Jane,Breakfast & Brunch,Restaurants,$
Hue Spa Detox Clinic,"Medical Spas, Skin Care, Massage","Beauty & Spas,Health & Medical",$$
Mount Sinai Hospital,Hospitals,Health & Medical,
Molson Pub,Pubs,Bars,$$
Patisserie Royale,"Bakeries, Middle Eastern","Restaurants,Food",$$
Showtime Bistro,"Burgers, Poutineries",Restaurants,$$
Platform Espresso Bar,"Coffee & Tea, Breakfast & Brunch","Restaurants,Food",$$
The Bay,Department Stores,"Shopping,Fashion",$$$
M Square Coffee Co,Cafes,Restaurants,$
Rise & Dine Eatery,Breakfast & Brunch,Restaurants,$$
The Right Wing Sport Pub,"Burgers, Sports Bars, Chicken Wings","Restaurants,Bars",$$
Oro Restaurant,"Seafood, Mediterranean, Italian",Restaurants,$$$
The Rose & Crown,"Music Venues, Pubs, Sandwiches","Restaurants,Bars,Arts & Entertainment,Nightlife",$$
Cafe 668,"Asian Fusion, Vegetarian",Restaurants,$$
Cafe Landwer,"Breakfast & Brunch, Cafes",Restaurants,$$
Kōjin,Canadian (New),Restaurants,
Metro Toronto Convention Centre,Venues & Event Spaces,Event Planning & Services,
Pulp Kitchen,Juice Bars & Smoothies,Food,$$
Pho Phoenix,Vietnamese,Restaurants,$$
Tweetie Nails & Spa,Nail Salons,Beauty & Spas,$
Scotiabank Nuit Blanche,Festivals,Arts & Entertainment,
Kiro Sushi,"Sushi Bars, Japanese",Restaurants,$$
Yuk Yuk's,Comedy Clubs,Nightlife,$$
Moliceiro Restaurant,Portuguese,Restaurants,$$
Bar Begonia,French,Restaurants,$$$
Atlantic Tree Service,Tree Services,Home Services,
Local's Sports Pub & Grill,"Beer, Wine & Spirits, Pubs, Local Flavor","Food,Bars",$$
The Famous Indian Cuisine,Indian,Restaurants,$$
Sole Survivor,Shoe Repair,Local Services,
Nove Trattoria,Italian,Restaurants,$$
Isabella's Boutique Restaurant,"Desserts, Breakfast & Brunch, Japanese","Restaurants,Food",$$
KOKO! Share Bar,"Korean, Japanese",Restaurants,$$$
Kiva's Bagel Bar,"Breakfast & Brunch, Bagels","Restaurants,Food",$
Jody's Deli,"Ice Cream & Frozen Yogurt, Delis","Restaurants,Food",$$$
Cyclemania,"Bikes, Bike Repair/Maintenance","Sporting Goods,Local Services",$$
Chinese Dumplings,Chinese,Restaurants,$$
Le Germain Hotel,Hotels,"Event Planning & Services,Hotels & Travel",$$$
Love Chix,Chicken Shop,Restaurants,$$
The Cannonball,"Coffee & Tea, Sandwiches","Restaurants,Food",$
Spring Nails and Spa,"Nail Salons, Waxing","Beauty & Spas,Hair Removal",$$
Megas Restaurant,"Greek, Mediterranean",Restaurants,$$
HK Garden,Cafes,Restaurants,$
Hoja LuWei,Taiwanese,Restaurants,$$
Cup O House,"Bakeries, Coffee & Tea, Juice Bars & Smoothies",Food,$
Pam's Roti Shop,Caribbean,Restaurants,
Jacques' Bistro Du Parc,French,Restaurants,$$$
O Sushi,Sushi Bars,Restaurants,$$
Krispy Kreme's Doughnut Cafe,Donuts,Food,$
Marshalls,Department Stores,"Shopping,Fashion",$$
BeaverTails,"Ice Cream & Frozen Yogurt, Desserts, Poutineries","Restaurants,Food",$
Mocha Mocha,Latin American,Restaurants,$$
Burger King,"Burgers, Hot Dogs, Fast Food",Restaurants,$
Provo FoodBar,"Venues & Event Spaces, Cocktail Bars, Italian","Restaurants,Bars,Event Planning & Services",$$
Vistek Toronto,"Photography Stores & Services, Electronics",Shopping,$$$
Hot Oven Bakery,Bakeries,Food,$$
Buna's Kitchen,"Sandwiches, Salad",Restaurants,$$
Jin Dal Lae,Korean,Restaurants,$$
Liberty Commons at Big Rock Brewery,Breweries,Food,$$
Essential Beauty Bar,Nail Salons,Beauty & Spas,$$
Saks Fifth Avenue,"Women's Clothing, Accessories, Shoe Stores",Fashion,$$$
Redline Coffee and Espresso Bar,Coffee & Tea,Food,$
California Roll,Sushi Bars,Restaurants,$$
Sheraton Gateway Hotel in Toronto International Airport,"Venues & Event Spaces, Hotels","Event Planning & Services,Hotels & Travel",$$$
Balzac's Coffee Roasters,"Coffee & Tea, Coffee Roasteries",Food,$$$
Luci Restaurant,Italian,Restaurants,$$$
Novelty Shoe Leather Purse Repair Downtown Toronto,Shoe Repair,Local Services,
Duke of Richmond,Pubs,Bars,$$
Loki,Beauty & Spas,,$$$
British Style Fish & Chips,Fish & Chips,Restaurants,$
Woody's,Gay Bars,Bars,$$
Good Egg,"Bookstores, Kitchen & Bath","Books, Mags, Music & Video,Home & Garden",$$
Four Four South VIllage,Taiwanese,Restaurants,
M Beauty Bar,"Nail Salons, Eyebrow Services",Beauty & Spas,$$
MaMa Chef Korean Restaurant,Korean,Restaurants,$$
Nations Experience,International Grocery,Food,$
Bean and Baker Malt Shop,"Ice Cream & Frozen Yogurt, Patisserie/Cake Shop, Coffee & Tea",Food,$
Ali Baba's,Middle Eastern,Restaurants,$
Tak Fu Seafood Restaurant,"Seafood, Dim Sum","Restaurants,Chinese",$$
TYC - The Yellow Chilli - By Sanjeev Kapoor,Indian,Restaurants,$$
Avocado Sushi,"Sushi Bars, Japanese",Restaurants,$$
The Coffee Pocket,Coffee & Tea,Food,$
VIA Rail Canada,Train Stations,Hotels & Travel,
Cinco Mexican Restaurant,Mexican,Restaurants,$
Hero Certified Burgers - Church & Wellesley,Burgers,Restaurants,$$
Hong Kong Island Bakery,Bakeries,Food,$
Eastern Twist,"Indian, Pakistani",Restaurants,$
ASA Sushi,"Thai, Sushi Bars, Japanese",Restaurants,$$
El Pocho Antojitos Bar,"Mexican, Bars, Breakfast & Brunch","Restaurants,Nightlife",$$
Kramer's Bar & Grill,"American (Traditional), Pubs, Sandwiches","Restaurants,Bars",$$
Duffy's Tavern,Pubs,Bars,$$
Côte de Boeuf,Meat Shops,Specialty Food,$$
Fresh City Farms,"Organic Stores, Food Delivery Services, Grocery",Food,$$
The Optic Zone,Sunglasses,Eyewear & Opticians,$$
illstyl3 Sammies,"Cheesesteaks, Sandwiches",Restaurants,$
Hendriks Restaurant & Bar,"Lounges, American (Traditional), Steakhouses","Restaurants,Bars",$$$
In Cheon House Korean & Japanese Restaurant,"Korean, Japanese",Restaurants,$$
The Beech Tree,"Wine Bars, British","Restaurants,Bars",$$
HCafe Japanese Cafe,"Cafes, Japanese",Restaurants,$$
KIBO Sushi & Tapas,Sushi Bars,Restaurants,$$
The Burrito House,Mexican,Restaurants,$
Oasis Aqualounge,Adult Entertainment,Nightlife,$$$
Yonge Street Warehouse,"Comfort Food, American (Traditional), Bars","Restaurants,Nightlife",$
Maroli Indian Restaurant,"Indian, Food Delivery Services, Halal","Restaurants,Food",$$
Tio's Urban Mexican,Mexican,Restaurants,$$
Kovalsky Restaurant,Polish,Restaurants,$$
Dong Kee,Chinese,Restaurants,$$
Sushi Bon,"Sushi Bars, Japanese",Restaurants,$$
Hotspot Cafe,"Coffee & Tea, Sandwiches","Restaurants,Food",$
Scarborough Buffet,"Chinese, Buffets",Restaurants,$$
The Black Canary Espresso Bar,Coffee & Tea,Food,$
Zeytouna,Mediterranean,Restaurants,$
Michel's Bakery Cafe,"Bakeries, Sandwiches","Restaurants,Food",$$
Island Cafe,Cafes,Restaurants,$$
SoSo Food Club,Chinese,Restaurants,$$
Mayze,"Escape Games, Arcades","Arts & Entertainment,Active Life",
Best istanbul Restaurant,Turkish,Restaurants,
Kaikaki Japanese Restaurant,"Sushi Bars, Japanese",Restaurants,
Michaels,"Knitting Supplies, Arts & Crafts, Hobby Shops",Shopping,$$
Juice & Java Cafe,Coffee & Tea,Food,$$
A+ Sushi & Bibim,"Korean, Sushi Bars, Japanese",Restaurants,$$
Sunnyside Pavilion Cafe,"Diners, Cafes",Restaurants,$$
My Place Fish & Chips,Fish & Chips,Restaurants,$$
Carver,"Sandwiches, Salad",Restaurants,$$
Tiffany Nails & Spa,Nail Salons,Beauty & Spas,$$
Body Blitz East,Day Spas,Beauty & Spas,$$$
Picnic,"Coffee & Tea, Juice Bars & Smoothies, Sandwiches","Restaurants,Food",$
Peking Express,Chinese,Restaurants,$$
Rob's No Frills,Grocery,Food,$
Z-Teca,"Tex-Mex, Mexican, Fast Food",Restaurants,
Nails Queen,"Eyelash Service, Nail Salons, Waxing","Beauty & Spas,Hair Removal",$$
Diwan,"Turkish, Middle Eastern",Restaurants,$$
Bhoj Indian Cuisine,Indian,Restaurants,$$
Buddha Pie,"Pizza, Sandwiches",Restaurants,$$
JOEY Don Mills,"Canadian (New), Lounges","Restaurants,Bars",$$
Orange Alert Coffee,Coffee & Tea,Food,$$
Anchor Bar,"American (Traditional), Bars, Chicken Wings","Restaurants,Nightlife",$$
B Espresso Bar,Cafes,Restaurants,$$
Hale Coffee Company,Coffee Roasteries,Food,
Lucy Nails,Nail Salons,Beauty & Spas,$
Riviera Bakery,"Bakeries, Cafes","Restaurants,Food",$
Ferraro 502,"Pizza, Salad, Italian",Restaurants,$$
Mii Sandwich Co.,"Vietnamese, Fast Food, Sandwiches",Restaurants,$
Hanji,Cards & Stationery,"Event Planning & Services,Arts & Crafts,Flowers & Gifts",$$
Tap Phong Trading Company,"Home Decor, Hardware Stores, Kitchen & Bath",Home & Garden,$
Future Bakery & Cafe,Bakeries,Food,$
The Gem,"American (Traditional), Pubs","Restaurants,Bars",$$
OM Restaurant and Bar,"Indian, Himalayan/Nepalese",Restaurants,$$
Kula Yoga Annex,Yoga,Fitness & Instruction,
Get & Go Burrito,Mexican,Restaurants,$$
Novotel Toronto Centre,Hotels,"Event Planning & Services,Hotels & Travel",$$
Kleinfeld Hudson's Bay,Bridal,Shopping,$$$
Korea House,Korean,Restaurants,$$
JJ Bean,"Coffee & Tea, Coffee Roasteries, Bakeries",Food,$
Moksha Yoga Downtown,Yoga,Fitness & Instruction,
Toronto Island Ferry,Public Transportation,Transportation,
The Thirsty Duck,Gastropubs,Restaurants,$$$$
Detroit Eatery,"Diners, American (Traditional)",Restaurants,$
Haida Sandwich,"Pizza, Persian/Iranian, Sandwiches",Restaurants,$
Lab Sense,Ice Cream & Frozen Yogurt,Food,$$
Sofi's Mexican Bar & Grill,"Mexican, Pubs","Restaurants,Bars",$$
The Fox & Fiddle,Pubs,Bars,$$
Firkin on the Bay,Pubs,Bars,$$
Congee Me,Chinese,Restaurants,$
Garden Gate Restaurant,"Asian Fusion, Breakfast & Brunch, Chinese",Restaurants,$
Tutti Panini,"Pizza, Sandwiches, Italian",Restaurants,$
